course,FirstGen,Gender,Race Ethnicity,grade,semester
Chem1,N,Male   ,U.S. Nonresident,C+,2019_Fall
Chem1,N,Male   ,U.S. Nonresident,A+,2019_Fall
Chem1,N,Male   ,U.S. Nonresident,A+,2019_Fall
Chem1,N,Male   ,U.S. Nonresident,C,2019_Fall
Chem1,N,Male   ,U.S. Nonresident,A,2019_Fall
Chem1,N,Male   ,U.S. Nonresident,B-,2019_Fall
Chem1,N,Male   ,U.S. Nonresident,A,2019_Fall
Chem1,N,Male   ,U.S. Nonresident,D-,2019_Fall
Chem1,N,Male   ,U.S. Nonresident,A,2019_Fall
Chem1,N,Male   ,U.S. Nonresident,B+,2019_Fall
Chem1,N,Male   ,U.S. Nonresident,B+,2019_Fall
Chem1,N,Male   ,U.S. Nonresident,B-,2019_Fall
Chem1,N,Male   ,U.S. Nonresident,F,2019_Fall
Chem1,N,Male   ,U.S. Nonresident,D-,2019_Fall
Chem1,N,Male   ,U.S. Nonresident,A,2019_Fall
Chem1,N,Male   ,U.S. Nonresident,A-,2019_Fall
Chem1,N,Male   ,U.S. Nonresident,A,2019_Fall
Chem1,N,Male   ,U.S. Nonresident,B,2019_Fall
Chem1,N,Male   ,U.S. Nonresident,B-,2019_Fall
Chem1,N,Male   ,U.S. Nonresident,B+,2019_Fall
Chem1,N,Male   ,U.S. Nonresident,A+,2019_Fall
Chem1,N,Male   ,Unknown race and ethnicity,C,2019_Fall
Chem1,N,Male   ,Unknown race and ethnicity,B-,2019_Fall
Chem1,N,Male   ,Unknown race and ethnicity,B+,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,A-,2019_Fall
Chem1,N,Male   ,White,B+,2019_Fall
Chem1,N,Male   ,White,C+,2019_Fall
Chem1,N,Male   ,White,B-,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,A+,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,B-,2019_Fall
Chem1,N,Male   ,White,F,2019_Fall
Chem1,N,Male   ,White,A,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,W,2019_Fall
Chem1,N,Male   ,White,B-,2019_Fall
Chem1,N,Male   ,White,A-,2019_Fall
Chem1,N,Male   ,White,A+,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,W,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,B+,2019_Fall
Chem1,N,Male   ,White,A,2019_Fall
Chem1,N,Male   ,White,A+,2019_Fall
Chem1,N,Male   ,White,F,2019_Fall
Chem1,N,Male   ,White,W,2019_Fall
Chem1,N,Male   ,White,C+,2019_Fall
Chem1,N,Male   ,White,D+,2019_Fall
Chem1,N,Male   ,White,B-,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,B+,2019_Fall
Chem1,N,Male   ,White,A-,2019_Fall
Chem1,N,Male   ,White,A+,2019_Fall
Chem1,N,Male   ,White,A-,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,C+,2019_Fall
Chem1,N,Male   ,White,B-,2019_Fall
Chem1,N,Male   ,White,W,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,B-,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,D+,2019_Fall
Chem1,N,Male   ,White,A,2019_Fall
Chem1,N,Male   ,White,F,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,A+,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,A+,2019_Fall
Chem1,N,Male   ,White,D,2019_Fall
Chem1,N,Male   ,White,A-,2019_Fall
Chem1,N,Male   ,White,A+,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,B+,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,F,2019_Fall
Chem1,N,Male   ,White,A-,2019_Fall
Chem1,N,Male   ,White,D,2019_Fall
Chem1,N,Male   ,White,A,2019_Fall
Chem1,N,Male   ,White,W,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,A,2019_Fall
Chem1,N,Male   ,White,A-,2019_Fall
Chem1,N,Male   ,White,A-,2019_Fall
Chem1,N,Male   ,White,A-,2019_Fall
Chem1,N,Male   ,White,C-,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,D-,2019_Fall
Chem1,N,Male   ,White,A,2019_Fall
Chem1,N,Male   ,White,C+,2019_Fall
Chem1,N,Male   ,White,F,2019_Fall
Chem1,N,Male   ,White,B-,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,D,2019_Fall
Chem1,N,Male   ,White,B-,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,D,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,F,2019_Fall
Chem1,N,Male   ,White,C+,2019_Fall
Chem1,N,Male   ,White,A+,2019_Fall
Chem1,N,Male   ,White,C+,2019_Fall
Chem1,N,Male   ,White,W,2019_Fall
Chem1,N,Male   ,White,D+,2019_Fall
Chem1,N,Male   ,White,D+,2019_Fall
Chem1,N,Male   ,White,C+,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,B+,2019_Fall
Chem1,N,Male   ,White,A+,2019_Fall
Chem1,N,Male   ,White,B-,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,A-,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,C-,2019_Fall
Chem1,N,Male   ,White,F,2019_Fall
Chem1,N,Male   ,White,A,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,D+,2019_Fall
Chem1,N,Male   ,White,D,2019_Fall
Chem1,N,Male   ,White,D+,2019_Fall
Chem1,N,Male   ,White,A+,2019_Fall
Chem1,N,Male   ,White,F,2019_Fall
Chem1,N,Male   ,White,C+,2019_Fall
Chem1,N,Male   ,White,F,2019_Fall
Chem1,N,Male   ,White,F,2019_Fall
Chem1,N,Male   ,White,A-,2019_Fall
Chem1,N,Male   ,White,A,2019_Fall
Chem1,N,Male   ,White,F,2019_Fall
Chem1,N,Male   ,White,W,2019_Fall
Chem1,N,Male   ,White,C+,2019_Fall
Chem1,N,Male   ,White,B+,2019_Fall
Chem1,N,Male   ,White,B+,2019_Fall
Chem1,N,Male   ,White,W,2019_Fall
Chem1,N,Male   ,White,A+,2019_Fall
Chem1,N,Male   ,White,B+,2019_Fall
Chem1,N,Male   ,White,B+,2019_Fall
Chem1,N,Male   ,White,B+,2019_Fall
Chem1,N,Male   ,White,F,2019_Fall
Chem1,N,Male   ,White,F,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,A-,2019_Fall
Chem1,N,Male   ,White,A,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,B+,2019_Fall
Chem1,N,Male   ,White,C+,2019_Fall
Chem1,N,Male   ,White,A+,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,W,2019_Fall
Chem1,N,Male   ,White,A+,2019_Fall
Chem1,N,Male   ,White,B+,2019_Fall
Chem1,N,Male   ,White,W,2019_Fall
Chem1,N,Male   ,White,B+,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,W,2019_Fall
Chem1,N,Male   ,White,A-,2019_Fall
Chem1,N,Male   ,White,W,2019_Fall
Chem1,N,Male   ,White,C+,2019_Fall
Chem1,N,Male   ,White,B+,2019_Fall
Chem1,N,Male   ,White,B+,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,D-,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,W,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,A,2019_Fall
Chem1,N,Male   ,White,B+,2019_Fall
Chem1,N,Male   ,White,C+,2019_Fall
Chem1,N,Male   ,White,W,2019_Fall
Chem1,N,Male   ,White,B-,2019_Fall
Chem1,N,Male   ,White,B+,2019_Fall
Chem1,N,Male   ,White,C+,2019_Fall
Chem1,N,Male   ,White,A,2019_Fall
Chem1,N,Male   ,White,W,2019_Fall
Chem1,N,Male   ,White,A,2019_Fall
Chem1,N,Male   ,White,W,2019_Fall
Chem1,N,Male   ,White,A+,2019_Fall
Chem1,N,Male   ,White,W,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,A-,2019_Fall
Chem1,N,Male   ,White,B-,2019_Fall
Chem1,N,Male   ,White,A,2019_Fall
Chem1,N,Male   ,White,A-,2019_Fall
Chem1,N,Male   ,White,W,2019_Fall
Chem1,N,Male   ,White,W,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,F,2019_Fall
Chem1,N,Male   ,White,A+,2019_Fall
Chem1,N,Male   ,White,B+,2019_Fall
Chem1,N,Male   ,White,F,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,W,2019_Fall
Chem1,N,Male   ,White,D,2019_Fall
Chem1,N,Male   ,White,A,2019_Fall
Chem1,N,Male   ,White,F,2019_Fall
Chem1,N,Male   ,White,A,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,F,2019_Fall
Chem1,N,Male   ,White,C+,2019_Fall
Chem1,N,Male   ,White,A,2019_Fall
Chem1,N,Male   ,White,D+,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,B-,2019_Fall
Chem1,N,Male   ,White,D+,2019_Fall
Chem1,N,Male   ,White,D+,2019_Fall
Chem1,N,Male   ,White,A+,2019_Fall
Chem1,N,Male   ,White,A,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,A-,2019_Fall
Chem1,N,Male   ,White,C+,2019_Fall
Chem1,N,Male   ,White,A+,2019_Fall
Chem1,N,Male   ,White,A+,2019_Fall
Chem1,N,Male   ,White,D,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,A+,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,D-,2019_Fall
Chem1,N,Male   ,White,F,2019_Fall
Chem1,N,Male   ,White,F,2019_Fall
Chem1,N,Male   ,White,B-,2019_Fall
Chem1,N,Male   ,White,B-,2019_Fall
Chem1,N,Male   ,White,A+,2019_Fall
Chem1,N,Male   ,White,A+,2019_Fall
Chem1,N,Male   ,White,F,2019_Fall
Chem1,N,Male   ,White,A,2019_Fall
Chem1,N,Male   ,White,A-,2019_Fall
Chem1,N,Male   ,White,A,2019_Fall
Chem1,N,Male   ,White,B+,2019_Fall
Chem1,N,Male   ,White,C-,2019_Fall
Chem1,N,Male   ,White,A-,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,B-,2019_Fall
Chem1,N,Male   ,White,B-,2019_Fall
Chem1,N,Male   ,White,B+,2019_Fall
Chem1,N,Male   ,White,A-,2019_Fall
Chem1,N,Male   ,White,B-,2019_Fall
Chem1,N,Male   ,White,A,2019_Fall
Chem1,N,Male   ,White,B-,2019_Fall
Chem1,N,Male   ,White,A-,2019_Fall
Chem1,N,Male   ,White,B-,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,W,2019_Fall
Chem1,N,Male   ,White,W,2019_Fall
Chem1,N,Male   ,White,A,2019_Fall
Chem1,N,Male   ,White,A,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,A,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,A-,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,A+,2019_Fall
Chem1,N,Male   ,White,B-,2019_Fall
Chem1,N,Male   ,White,A+,2019_Fall
Chem1,N,Male   ,White,A+,2019_Fall
Chem1,N,Male   ,White,A,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,A+,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,A,2019_Fall
Chem1,N,Male   ,White,B-,2019_Fall
Chem1,N,Male   ,White,C+,2019_Fall
Chem1,N,Male   ,White,A,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,D+,2019_Fall
Chem1,N,Male   ,White,A,2019_Fall
Chem1,N,Male   ,White,A-,2019_Fall
Chem1,N,Male   ,White,F,2019_Fall
Chem1,N,Male   ,White,A,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,F,2019_Fall
Chem1,N,Male   ,White,A+,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,A+,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,F,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,B+,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,B+,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,A-,2019_Fall
Chem1,N,Male   ,White,D,2019_Fall
Chem1,N,Male   ,White,W,2019_Fall
Chem1,N,Male   ,White,A-,2019_Fall
Chem1,N,Male   ,White,B,2019_Fall
Chem1,N,Male   ,White,D+,2019_Fall
Chem1,N,Male   ,White,A+,2019_Fall
Chem1,N,Male   ,White,B+,2019_Fall
Chem1,N,Male   ,White,C+,2019_Fall
Chem1,N,Male   ,White,F,2019_Fall
Chem1,N,Male   ,White,W,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,N,Male   ,White,C,2019_Fall
Chem1,Y,Female ,American Indian or Alaska Native,B,2019_Fall
Chem1,Y,Female ,Asian,D,2019_Fall
Chem1,Y,Female ,Asian,D,2019_Fall
Chem1,Y,Female ,Asian,A-,2019_Fall
Chem1,Y,Female ,Asian,B-,2019_Fall
Chem1,Y,Female ,Asian,A+,2019_Fall
Chem1,Y,Female ,Asian,W,2019_Fall
Chem1,Y,Female ,Black or African American,A+,2019_Fall
Chem1,Y,Female ,Hispanic,W,2019_Fall
Chem1,Y,Female ,Hispanic,C+,2019_Fall
Chem1,Y,Female ,Hispanic,F,2019_Fall
Chem1,Y,Female ,Hispanic,D,2019_Fall
Chem1,Y,Female ,Hispanic,B,2019_Fall
Chem1,Y,Female ,Hispanic,C,2019_Fall
Chem1,Y,Female ,Hispanic,B-,2019_Fall
Chem1,Y,Female ,Hispanic,W,2019_Fall
Chem1,Y,Female ,Hispanic,D+,2019_Fall
Chem1,Y,Female ,Hispanic,C,2019_Fall
Chem1,Y,Female ,Hispanic,B,2019_Fall
Chem1,Y,Female ,Hispanic,W,2019_Fall
Chem1,Y,Female ,Two or more races,C,2019_Fall
Chem1,Y,Female ,Two or more races,C,2019_Fall
Chem1,Y,Female ,Two or more races,C,2019_Fall
Chem1,Y,Female ,Two or more races,D+,2019_Fall
Chem1,Y,Female ,Two or more races,B,2019_Fall
Chem1,Y,Female ,Two or more races,W,2019_Fall
Chem1,Y,Female ,U.S. Nonresident,A,2019_Fall
Chem1,Y,Female ,U.S. Nonresident,A-,2019_Fall
Chem1,Y,Female ,U.S. Nonresident,C+,2019_Fall
Chem1,Y,Female ,U.S. Nonresident,B+,2019_Fall
Chem1,Y,Female ,U.S. Nonresident,A,2019_Fall
Chem1,Y,Female ,U.S. Nonresident,C,2019_Fall
Chem1,Y,Female ,U.S. Nonresident,A,2019_Fall
Chem1,Y,Female ,U.S. Nonresident,B+,2019_Fall
Chem1,Y,Female ,U.S. Nonresident,A+,2019_Fall
Chem1,Y,Female ,U.S. Nonresident,A-,2019_Fall
Chem1,Y,Female ,White,B+,2019_Fall
Chem1,Y,Female ,White,A+,2019_Fall
Chem1,Y,Female ,White,F,2019_Fall
Chem1,Y,Female ,White,F,2019_Fall
Chem1,Y,Female ,White,A-,2019_Fall
Chem1,Y,Female ,White,C-,2019_Fall
Chem1,Y,Female ,White,B-,2019_Fall
Chem1,Y,Female ,White,B,2019_Fall
Chem1,Y,Female ,White,C,2019_Fall
Chem1,Y,Female ,White,F,2019_Fall
Chem1,Y,Female ,White,F,2019_Fall
Chem1,Y,Female ,White,A,2019_Fall
Chem1,Y,Female ,White,B,2019_Fall
Chem1,Y,Female ,White,A+,2019_Fall
Chem1,Y,Female ,White,F,2019_Fall
Chem1,Y,Female ,White,D,2019_Fall
Chem1,Y,Female ,White,B,2019_Fall
Chem1,Y,Female ,White,B,2019_Fall
Chem1,Y,Female ,White,W,2019_Fall
Chem1,Y,Female ,White,B-,2019_Fall
Chem1,Y,Female ,White,C,2019_Fall
Chem1,Y,Female ,White,F,2019_Fall
Chem1,Y,Female ,White,C+,2019_Fall
Chem1,Y,Female ,White,A-,2019_Fall
Chem1,Y,Female ,White,C+,2019_Fall
Chem1,Y,Female ,White,D,2019_Fall
Chem1,Y,Female ,White,F,2019_Fall
Chem1,Y,Female ,White,C+,2019_Fall
Chem1,Y,Female ,White,F,2019_Fall
Chem1,Y,Female ,White,D+,2019_Fall
Chem1,Y,Female ,White,C,2019_Fall
Chem1,Y,Female ,White,B,2019_Fall
Chem1,Y,Female ,White,B+,2019_Fall
Chem1,Y,Female ,White,B-,2019_Fall
Chem1,Y,Female ,White,D+,2019_Fall
Chem1,Y,Female ,White,F,2019_Fall
Chem1,Y,Female ,White,F,2019_Fall
Chem1,Y,Female ,White,C,2019_Fall
Chem1,Y,Female ,White,C,2019_Fall
Chem1,Y,Female ,White,C,2019_Fall
Chem1,Y,Female ,White,C,2019_Fall
Chem1,Y,Female ,White,A+,2019_Fall
Chem1,Y,Female ,White,B,2019_Fall
Chem1,Y,Female ,White,B+,2019_Fall
Chem1,Y,Female ,White,B,2019_Fall
Chem1,Y,Female ,White,D+,2019_Fall
Chem1,Y,Female ,White,C,2019_Fall
Chem1,Y,Female ,White,C,2019_Fall
Chem1,Y,Female ,White,B-,2019_Fall
Chem1,Y,Female ,White,A,2019_Fall
Chem1,Y,Female ,White,B,2019_Fall
Chem1,Y,Female ,White,A+,2019_Fall
Chem1,Y,Female ,White,W,2019_Fall
Chem1,Y,Female ,White,C+,2019_Fall
Chem1,Y,Female ,White,B+,2019_Fall
Chem1,Y,Female ,White,W,2019_Fall
Chem1,Y,Female ,White,A,2019_Fall
Chem1,Y,Female ,White,A+,2019_Fall
Chem1,Y,Female ,White,A,2019_Fall
Chem1,Y,Female ,White,F,2019_Fall
Chem1,Y,Female ,White,F,2019_Fall
Chem1,Y,Female ,White,F,2019_Fall
Chem1,Y,Female ,White,B-,2019_Fall
Chem1,Y,Female ,White,A,2019_Fall
Chem1,Y,Female ,White,B-,2019_Fall
Chem1,Y,Female ,White,B+,2019_Fall
Chem1,Y,Female ,White,D,2019_Fall
Chem1,Y,Female ,White,D+,2019_Fall
Chem1,Y,Female ,White,A+,2019_Fall
Chem1,Y,Female ,White,B,2019_Fall
Chem1,Y,Female ,White,C+,2019_Fall
Chem1,Y,Female ,White,C,2019_Fall
Chem1,Y,Female ,White,B,2019_Fall
Chem1,Y,Female ,White,A,2019_Fall
Chem1,Y,Female ,White,W,2019_Fall
Chem1,Y,Female ,White,C,2019_Fall
Chem1,Y,Female ,White,A,2019_Fall
Chem1,Y,Female ,White,F,2019_Fall
Chem1,Y,Male   ,American Indian or Alaska Native,F,2019_Fall
Chem1,Y,Male   ,American Indian or Alaska Native,C,2019_Fall
Chem1,Y,Male   ,Asian,C+,2019_Fall
Chem1,Y,Male   ,Asian,A,2019_Fall
Chem1,Y,Male   ,Asian,C+,2019_Fall
Chem1,Y,Male   ,Asian,C,2019_Fall
Chem1,Y,Male   ,Asian,C+,2019_Fall
Chem1,Y,Male   ,Asian,B+,2019_Fall
Chem1,Y,Male   ,Asian,A+,2019_Fall
Chem1,Y,Male   ,Asian,B-,2019_Fall
Chem1,Y,Male   ,Asian,W,2019_Fall
Chem1,Y,Male   ,Black or African American,D+,2019_Fall
Chem1,Y,Male   ,Hispanic,B+,2019_Fall
Chem1,Y,Male   ,Hispanic,B-,2019_Fall
Chem1,Y,Male   ,Hispanic,C,2019_Fall
Chem1,Y,Male   ,Hispanic,D,2019_Fall
Chem1,Y,Male   ,Hispanic,F,2019_Fall
Chem1,Y,Male   ,Hispanic,D-,2019_Fall
Chem1,Y,Male   ,Hispanic,W,2019_Fall
Chem1,Y,Male   ,Hispanic,D-,2019_Fall
Chem1,Y,Male   ,Hispanic,B,2019_Fall
Chem1,Y,Male   ,Two or more races,D-,2019_Fall
Chem1,Y,Male   ,Two or more races,A,2019_Fall
Chem1,Y,Male   ,Two or more races,C,2019_Fall
Chem1,Y,Male   ,Two or more races,D,2019_Fall
Chem1,Y,Male   ,U.S. Nonresident,B+,2019_Fall
Chem1,Y,Male   ,U.S. Nonresident,A+,2019_Fall
Chem1,Y,Male   ,U.S. Nonresident,C+,2019_Fall
Chem1,Y,Male   ,U.S. Nonresident,B,2019_Fall
Chem1,Y,Male   ,U.S. Nonresident,B,2019_Fall
Chem1,Y,Male   ,U.S. Nonresident,A,2019_Fall
Chem1,Y,Male   ,U.S. Nonresident,A,2019_Fall
Chem1,Y,Male   ,White,B,2019_Fall
Chem1,Y,Male   ,White,D-,2019_Fall
Chem1,Y,Male   ,White,B-,2019_Fall
Chem1,Y,Male   ,White,A+,2019_Fall
Chem1,Y,Male   ,White,C,2019_Fall
Chem1,Y,Male   ,White,W,2019_Fall
Chem1,Y,Male   ,White,C,2019_Fall
Chem1,Y,Male   ,White,A+,2019_Fall
Chem1,Y,Male   ,White,A+,2019_Fall
Chem1,Y,Male   ,White,B,2019_Fall
Chem1,Y,Male   ,White,A,2019_Fall
Chem1,Y,Male   ,White,B+,2019_Fall
Chem1,Y,Male   ,White,C,2019_Fall
Chem1,Y,Male   ,White,W,2019_Fall
Chem1,Y,Male   ,White,W,2019_Fall
Chem1,Y,Male   ,White,A-,2019_Fall
Chem1,Y,Male   ,White,W,2019_Fall
Chem1,Y,Male   ,White,C+,2019_Fall
Chem1,Y,Male   ,White,A+,2019_Fall
Chem1,Y,Male   ,White,C,2019_Fall
Chem1,Y,Male   ,White,D+,2019_Fall
Chem1,Y,Male   ,White,C,2019_Fall
Chem1,Y,Male   ,White,A-,2019_Fall
Chem1,Y,Male   ,White,A-,2019_Fall
Chem1,Y,Male   ,White,C-,2019_Fall
Chem1,Y,Male   ,White,A+,2019_Fall
Chem1,Y,Male   ,White,D,2019_Fall
Chem1,Y,Male   ,White,B,2019_Fall
Chem1,Y,Male   ,White,F,2019_Fall
Chem1,Y,Male   ,White,D+,2019_Fall
Chem1,Y,Male   ,White,W,2019_Fall
Chem1,Y,Male   ,White,C-,2019_Fall
Chem1,Y,Male   ,White,A+,2019_Fall
Chem1,Y,Male   ,White,B,2019_Fall
Chem1,Y,Male   ,White,F,2019_Fall
Chem1,Y,Male   ,White,F,2019_Fall
Chem1,Y,Male   ,White,C+,2019_Fall
Chem1,Y,Male   ,White,C,2019_Fall
Chem1,Y,Male   ,White,A,2019_Fall
Chem1,Y,Male   ,White,C+,2019_Fall
Chem1,Y,Male   ,White,W,2019_Fall
Chem1,Y,Male   ,White,B+,2019_Fall
Chem1,Y,Male   ,White,C+,2019_Fall
Chem1,Y,Male   ,White,F,2019_Fall
Chem1,Y,Male   ,White,A,2019_Fall
Chem1,Y,Male   ,White,C+,2019_Fall
Chem1,Y,Male   ,White,W,2019_Fall
Chem1,Y,Male   ,White,C+,2019_Fall
Chem1,Y,Male   ,White,B+,2019_Fall
Chem1,Y,Male   ,White,B,2019_Fall
Chem1,Y,Male   ,White,F,2019_Fall
Chem1,Y,Male   ,White,B,2019_Fall
Chem1,Y,Male   ,White,B-,2019_Fall
Chem1,Y,Male   ,White,A-,2019_Fall
Chem1,Y,Male   ,White,B,2019_Fall
Chem1,Y,Male   ,White,A+,2019_Fall
Chem1,Y,Male   ,White,A,2019_Fall
Chem1,Y,Male   ,White,B,2019_Fall
Chem1,Y,Male   ,White,B-,2019_Fall
Chem1,Y,Male   ,White,C,2019_Fall
Chem1,Y,Male   ,White,W,2019_Fall
Chem1,Y,Male   ,White,B,2019_Fall
Chem1,Y,Male   ,White,A-,2019_Fall
Chem1,Y,Male   ,White,F,2019_Fall
Chem1,Y,Male   ,White,C-,2019_Fall
Chem1,Y,Male   ,White,A,2019_Fall
Chem1,Y,Male   ,White,B+,2019_Fall
Chem1,Y,Male   ,White,F,2019_Fall
Chem1,Y,Male   ,White,B-,2019_Fall
Chem1,Y,Male   ,White,A-,2019_Fall
Chem1,Y,Male   ,White,A+,2019_Fall
Chem1,Y,Male   ,White,A+,2019_Fall
Chem1,Y,Male   ,White,B,2019_Fall
Chem1,Y,Male   ,White,A-,2019_Fall
Chem1,Y,Male   ,White,A,2019_Fall
Chem1,Y,Male   ,White,F,2019_Fall
Chem1,Y,Male   ,White,D-,2019_Fall
Chem1,Y,Male   ,White,A-,2019_Fall
Chem1,Y,Male   ,White,B,2019_Fall
Chem1,Y,Male   ,White,C+,2019_Fall
Chem1,Y,Male   ,White,C,2019_Fall
Chem1,Y,Male   ,White,F,2019_Fall
Chem1,Y,Male   ,White,B,2019_Fall
Chem1,Y,Male   ,White,C,2019_Fall
Chem1,Y,Male   ,White,A,2019_Fall
Chem1,Y,Male   ,White,W,2019_Fall
Chem1,Y,Male   ,White,W,2019_Fall
Chem1,Y,Male   ,White,C+,2019_Fall
Chem1,Y,Male   ,White,D+,2019_Fall
Chem1,Y,Male   ,White,W,2019_Fall
Chem1,Y,Male   ,White,A,2019_Fall
Chem1,Y,Male   ,White,D,2019_Fall
Calc1,N,Female ,Asian,B,2020 Spring
Calc1,N,Female ,Asian,B+,2020 Spring
Calc1,N,Female ,Asian,F,2020 Spring
Calc1,N,Female ,Asian,B-,2020 Spring
Calc1,N,Female ,Asian,A-,2020 Spring
Calc1,N,Female ,Asian,A,2020 Spring
Calc1,N,Female ,Asian,A,2020 Spring
Calc1,N,Female ,Asian,B-,2020 Spring
Calc1,N,Female ,Asian,A,2020 Spring
Calc1,N,Female ,Hispanic,C-,2020 Spring
Calc1,N,Female ,Hispanic,W,2020 Spring
Calc1,N,Female ,Hispanic,A-,2020 Spring
Calc1,N,Female ,Hispanic,W,2020 Spring
Calc1,N,Female ,Hispanic,D,2020 Spring
Calc1,N,Female ,Hispanic,A-,2020 Spring
Calc1,N,Female ,Hispanic,C+,2020 Spring
Calc1,N,Female ,Hispanic,B-,2020 Spring
Calc1,N,Female ,Hispanic,B,2020 Spring
Calc1,N,Female ,Hispanic,C,2020 Spring
Calc1,N,Female ,Hispanic,W,2020 Spring
Calc1,N,Female ,Hispanic,B+,2020 Spring
